IDpol,ClaimAmount,cumulative_cost,cumulative_cost_share,claim_rank,cumulative_claim_share,Region,DriverAgeGroup,Vehicle Age Groups,Bonus-Malus Groups,VehGas,DrivAge,VehAge,BonusMalus,Exposure,ExtremeClaim
18735,1128.12,54512375.51999282,0.9099163485136353,16439,0.6216533050975647,Rhone-Alpes,56-65,6-10,50,Regular,56,8,50,1.0,False
31466,1128.12,54513503.63999282,0.9099351790052677,16440,0.6216911208591741,Pays-de-la-Loire,26-35,3-5,51-64,Diesel,30,3,57,0.57,False
1122437,1128.12,54514631.759992816,0.9099540094968999,16441,0.6217289366207835,Provence-Alpes-Cotes-D'Azur,36-45,3-5,51-64,Regular,44,4,55,1.0,False
1081871,1128.12,54515759.87999281,0.9099728399885321,16442,0.621766752382393,Provence-Alpes-Cotes-D'Azur,46-55,6-10,51-64,Regular,53,7,62,1.0,False
163343,1128.12,54516887.99999281,0.9099916704801644,16443,0.6218045681440024,Centre,56-65,6-10,100+,Diesel,62,9,118,1.0,False
87021,1128.12,54518016.11999281,0.9100105009717966,16444,0.6218423839056119,Aquitaine,46-55,11-15,50,Regular,53,12,50,0.41,False
153878,1128.12,54519144.239992805,0.9100293314634288,16445,0.6218801996672213,Ile-de-France,46-55,16-20,51-64,Regular,52,16,59,0.5,False
61946,1128.12,54520272.3599928,0.910048161955061,16446,0.6219180154288307,Aquitaine,66+,6-10,50,Regular,80,8,50,0.68,False
1133250,1128.12,54521400.4799928,0.9100669924466933,16447,0.6219558311904402,Centre,26-35,16-20,65-84,Diesel,35,16,73,1.0,False
1139710,1128.12,54522528.5999928,0.9100858229383255,16448,0.6219936469520496,Centre,56-65,11-15,51-64,Regular,58,14,54,0.54,False
1174756,1128.12,54523656.719992794,0.9101046534299577,16449,0.6220314627136591,Centre,56-65,3-5,65-84,Regular,63,5,65,1.0,False
1072764,1128.12,54524784.83999279,0.91012348392159,16450,0.6220692784752685,Provence-Alpes-Cotes-D'Azur,26-35,16-20,85-99,Regular,33,19,95,0.35,False
1063087,1128.12,54525912.95999279,0.9101423144132222,16451,0.6221070942368779,Provence-Alpes-Cotes-D'Azur,66+,0-2,50,Regular,67,2,50,1.0,False
1122320,1128.12,54527041.079992786,0.9101611449048544,16452,0.6221449099984874,Provence-Alpes-Cotes-D'Azur,26-35,21+,100+,Regular,31,21,100,0.43,False
1122382,1128.12,54528169.19999278,0.9101799753964868,16453,0.6221827257600968,Provence-Alpes-Cotes-D'Azur,56-65,11-15,85-99,Diesel,59,11,87,1.0,False
46553,1128.12,54529297.31999278,0.910198805888119,16454,0.6222205415217062,Centre,36-45,11-15,50,Regular,43,12,50,0.5,False
154757,1128.12,54530425.43999278,0.9102176363797512,16455,0.6222583572833157,Poitou-Charentes,26-35,0-2,65-84,Diesel,29,2,80,1.0,False
149106,1128.12,54531553.559992775,0.9102364668713835,16456,0.6222961730449251,Ile-de-France,26-35,0-2,85-99,Regular,34,2,85,0.23,False
137509,1128.12,54532681.67999277,0.9102552973630157,16457,0.6223339888065346,Centre,56-65,16-20,51-64,Regular,59,17,58,1.0,False
56726,1128.12,54533809.79999277,0.9102741278546479,16458,0.622371804568144,Aquitaine,18-25,16-20,85-99,Regular,23,16,90,0.71,False
163371,1128.12,54534937.91999277,0.9102929583462802,16459,0.6224096203297534,Ile-de-France,26-35,6-10,65-84,Regular,28,7,75,1.0,False
107480,1128.12,54536066.039992765,0.9103117888379124,16460,0.6224474360913629,Rhone-Alpes,18-25,11-15,100+,Regular,20,12,100,0.48,False
1011788,1128.12,54537194.15999276,0.9103306193295446,16461,0.6224852518529723,Centre,26-35,3-5,51-64,Diesel,28,3,64,0.2,False
138673,1128.12,54538322.27999276,0.9103494498211769,16462,0.6225230676145818,Rhone-Alpes,26-35,6-10,51-64,Regular,30,10,57,0.91,False
112860,1128.12,54539450.39999276,0.9103682803128091,16463,0.6225608833761912,Provence-Alpes-Cotes-D'Azur,36-45,11-15,51-64,Diesel,38,13,58,0.8,False
132270,1128.12,54540578.519992754,0.9103871108044413,16464,0.6225986991378006,Rhone-Alpes,66+,16-20,51-64,Regular,79,16,58,0.86,False
152780,1128.12,54541706.63999275,0.9104059412960737,16465,0.6226365148994101,Rhone-Alpes,36-45,16-20,100+,Regular,42,17,100,1.0,False
23097,1128.12,54542834.75999275,0.9104247717877059,16466,0.6226743306610195,Rhone-Alpes,36-45,0-2,65-84,Regular,45,1,68,1.0,False
166370,1128.12,54543962.879992746,0.9104436022793381,16467,0.622712146422629,Rhone-Alpes,56-65,6-10,50,Diesel,61,7,50,1.0,False
141568,1128.12,54545090.99999274,0.9104624327709704,16468,0.6227499621842384,Rhone-Alpes,36-45,6-10,51-64,Regular,39,7,52,1.0,False
177899,1128.12,54546219.11999274,0.9104812632626026,16469,0.6227877779458478,Rhone-Alpes,46-55,11-15,50,Regular,51,12,50,0.37,False
23172,1128.12,54547347.23999274,0.9105000937542348,16470,0.6228255937074573,Rhone-Alpes,66+,3-5,50,Regular,75,3,50,0.73,False
151518,1128.12,54548475.359992735,0.910518924245867,16471,0.6228634094690667,Centre,36-45,0-2,50,Regular,40,0,50,0.48,False
1047995,1128.12,54549603.47999273,0.9105377547374993,16472,0.6229012252306761,Pays-de-la-Loire,36-45,16-20,50,Regular,44,18,50,0.84,False
1122510,1128.12,54550731.59999273,0.9105565852291315,16473,0.6229390409922856,Provence-Alpes-Cotes-D'Azur,26-35,6-10,65-84,Diesel,33,10,76,0.36,False
1123200,1128.12,54551859.71999273,0.9105754157207637,16474,0.622976856753895,Provence-Alpes-Cotes-D'Azur,18-25,11-15,100+,Regular,20,14,100,0.29,False
102803,1128.12,54552987.839992724,0.910594246212396,16475,0.6230146725155045,Centre,18-25,16-20,100+,Regular,20,18,125,0.33,False
1155804,1128.12,54554115.95999272,0.9106130767040282,16476,0.6230524882771139,Centre,36-45,6-10,50,Regular,38,7,50,1.0,False
40341,1128.12,54555244.07999272,0.9106319071956605,16477,0.6230903040387233,Rhone-Alpes,36-45,11-15,51-64,Diesel,39,12,54,0.13,False
69176,1128.12,54556372.19999272,0.9106507376872928,16478,0.6231281198003328,Provence-Alpes-Cotes-D'Azur,66+,3-5,50,Regular,73,4,50,1.0,False
100592,1128.12,54557500.31999271,0.910669568178925,16479,0.6231659355619422,Aquitaine,18-25,6-10,100+,Diesel,24,10,100,0.65,False
135870,1128.12,54558628.43999271,0.9106883986705572,16480,0.6232037513235517,Centre,46-55,3-5,65-84,Diesel,49,4,72,1.0,False
147566,1128.12,54559756.55999271,0.9107072291621895,16481,0.6232415670851611,Centre,36-45,6-10,50,Regular,44,10,50,1.0,False
112163,1128.12,54560884.679992706,0.9107260596538217,16482,0.6232793828467705,Centre,26-35,6-10,65-84,Diesel,30,9,67,0.94,False
156116,1128.12,54562012.7999927,0.9107448901454539,16483,0.62331719860838,Centre,36-45,11-15,65-84,Regular,38,12,71,1.0,False
136228,1128.12,54563140.9199927,0.9107637206370862,16484,0.6233550143699894,Centre,36-45,6-10,50,Diesel,36,10,50,1.0,False
95926,1128.12,54564269.0399927,0.9107825511287184,16485,0.6233928301315989,Aquitaine,26-35,11-15,100+,Diesel,31,11,101,0.91,False
45195,1128.12,54565397.159992695,0.9108013816203506,16486,0.6234306458932083,Rhone-Alpes,26-35,0-2,51-64,Regular,34,2,60,0.06,False
166489,1128.12,54566525.27999269,0.9108202121119829,16487,0.6234684616548177,Centre,46-55,3-5,65-84,Regular,55,3,72,1.0,False
136054,1128.12,54567653.39999269,0.9108390426036151,16488,0.6235062774164272,Rhone-Alpes,46-55,6-10,51-64,Regular,55,7,52,1.0,False
128837,1128.12,54568781.51999269,0.9108578730952474,16489,0.6235440931780366,Rhone-Alpes,66+,3-5,50,Regular,72,5,50,1.0,False
126787,1128.12,54569909.639992684,0.9108767035868797,16490,0.623581908939646,Centre,56-65,3-5,51-64,Diesel,61,3,64,1.0,False
1048093,1128.12,54571037.75999268,0.9108955340785119,16491,0.6236197247012555,Poitou-Charentes,36-45,16-20,65-84,Regular,38,19,76,0.43,False
52077,1128.12,54572165.87999268,0.9109143645701441,16492,0.6236575404628649,Centre,18-25,11-15,100+,Diesel,23,11,148,0.07,False
56940,1128.12,54573293.999992676,0.9109331950617764,16493,0.6236953562244744,Pays-de-la-Loire,26-35,3-5,85-99,Regular,26,3,95,0.8,False
170979,1128.12,54574422.11999267,0.9109520255534086,16494,0.6237331719860838,Centre,36-45,6-10,65-84,Regular,39,10,70,1.0,False
158001,1128.12,54575550.23999267,0.9109708560450408,16495,0.6237709877476932,Pays-de-la-Loire,26-35,11-15,85-99,Regular,26,11,90,1.0,False
154320,1128.12,54576678.35999267,0.9109896865366731,16496,0.6238088035093027,Centre,26-35,3-5,85-99,Regular,26,4,95,0.54,False
142599,1128.12,54577806.479992665,0.9110085170283053,16497,0.6238466192709121,Centre,46-55,11-15,50,Regular,53,12,50,1.0,False
152172,1128.12,54578934.59999266,0.9110273475199375,16498,0.6238844350325216,Centre,66+,0-2,50,Diesel,69,2,50,0.87,False
149887,1128.12,54580062.71999266,0.9110461780115697,16499,0.623922250794131,Centre,26-35,6-10,100+,Regular,26,8,100,1.0,False
1125700,1128.12,54581190.83999266,0.911065008503202,16500,0.6239600665557404,Centre,46-55,6-10,50,Regular,52,9,50,0.91,False
1174572,1128.12,54582318.959992655,0.9110838389948342,16501,0.6239978823173499,Centre,26-35,11-15,100+,Diesel,30,12,125,1.0,False
1048205,1128.12,54583447.07999265,0.9111026694864665,16502,0.6240356980789593,Aquitaine,36-45,0-2,50,Diesel,43,1,50,1.0,False
1144297,1128.12,54584575.19999265,0.9111214999780988,16503,0.6240735138405687,Centre,26-35,3-5,85-99,Regular,29,4,95,1.0,False
1173999,1128.12,54585703.31999265,0.911140330469731,16504,0.6241113296021782,Centre,66+,6-10,51-64,Regular,80,7,62,1.0,False
1167109,1128.12,54586831.439992644,0.9111591609613632,16505,0.6241491453637876,Centre,26-35,6-10,100+,Diesel,30,8,112,1.0,False
1163994,1128.12,54587959.55999264,0.9111779914529955,16506,0.6241869611253971,Centre,36-45,11-15,50,Diesel,40,12,50,1.0,False
1119044,1128.12,54589087.67999264,0.9111968219446277,16507,0.6242247768870065,Centre,36-45,11-15,51-64,Regular,40,12,52,1.0,False
1166670,1128.12,54590215.799992636,0.9112156524362599,16508,0.6242625926486159,Centre,66+,3-5,100+,Regular,76,3,106,0.43,False
86779,1128.12,54591343.91999263,0.9112344829278922,16509,0.6243004084102254,Aquitaine,36-45,6-10,50,Regular,44,6,50,1.0,False
176433,1128.12,54592472.03999263,0.9112533134195244,16510,0.6243382241718348,Aquitaine,46-55,11-15,100+,Regular,49,12,117,0.62,False
87015,1128.12,54593600.15999263,0.9112721439111566,16511,0.6243760399334443,Aquitaine,66+,0-2,51-64,Regular,71,1,52,0.8,False
100269,1128.12,54594728.279992625,0.911290974402789,16512,0.6244138556950537,Aquitaine,36-45,6-10,65-84,Regular,44,6,76,1.0,False
85247,1128.12,54595856.39999262,0.9113098048944211,16513,0.6244516714566631,Rhone-Alpes,18-25,16-20,65-84,Regular,25,16,72,0.85,False
55457,1128.12,54596984.51999262,0.9113286353860534,16514,0.6244894872182726,Rhone-Alpes,46-55,3-5,50,Diesel,53,3,50,1.0,False
134295,1128.12,54598112.63999262,0.9113474658776857,16515,0.624527302979882,Rhone-Alpes,46-55,6-10,50,Regular,49,10,50,0.33,False
21432,1128.12,54599240.759992614,0.9113662963693179,16516,0.6245651187414915,Rhone-Alpes,66+,3-5,51-64,Diesel,70,4,52,1.0,False
129047,1128.12,54600368.87999261,0.9113851268609501,16517,0.6246029345031009,Rhone-Alpes,66+,6-10,50,Regular,89,9,50,1.0,False
21222,1128.12,54601496.99999261,0.9114039573525824,16518,0.6246407502647103,Rhone-Alpes,46-55,6-10,50,Regular,54,10,50,1.0,False
166651,1128.12,54602625.11999261,0.9114227878442146,16519,0.6246785660263198,Rhone-Alpes,18-25,11-15,65-84,Diesel,25,14,76,0.09,False
146375,1128.12,54603753.2399926,0.9114416183358468,16520,0.6247163817879292,Centre,56-65,3-5,51-64,Diesel,65,4,58,1.0,False
96227,1128.12,54604881.3599926,0.9114604488274791,16521,0.6247541975495386,Ile-de-France,46-55,6-10,51-64,Diesel,55,7,64,1.0,False
173543,1128.12,54606009.4799926,0.9114792793191113,16522,0.6247920133111481,Centre,26-35,3-5,51-64,Regular,35,5,56,1.0,False
140615,1128.12,54607137.599992596,0.9114981098107435,16523,0.6248298290727575,Centre,26-35,6-10,65-84,Regular,30,7,75,0.78,False
105922,1128.12,54608265.71999259,0.9115169403023757,16524,0.624867644834367,Basse-Normandie,18-25,3-5,100+,Regular,20,4,125,0.62,False
153500,1128.12,54609393.83999259,0.911535770794008,16525,0.6249054605959764,Centre,36-45,16-20,51-64,Regular,41,17,60,0.35,False
17717,1128.12,54610521.95999259,0.9115546012856403,16526,0.6249432763575858,Poitou-Charentes,66+,6-10,50,Regular,78,6,50,1.0,False
87439,1128.12,54611650.079992585,0.9115734317772725,16527,0.6249810921191953,Aquitaine,18-25,6-10,100+,Regular,25,8,118,0.13,False
145095,1128.12,54612778.19999258,0.9115922622689048,16528,0.6250189078808047,Poitou-Charentes,36-45,6-10,85-99,Regular,38,7,95,1.0,False
78571,1128.12,54613906.31999258,0.911611092760537,16529,0.6250567236424142,Bretagne,18-25,0-2,65-84,Regular,22,2,65,1.0,False
169835,1128.12,54615034.43999258,0.9116299232521692,16530,0.6250945394040236,Centre,46-55,3-5,51-64,Regular,51,5,64,0.41,False
146097,1128.12,54616162.559992574,0.9116487537438015,16531,0.625132355165633,Centre,46-55,11-15,51-64,Regular,50,15,60,0.85,False
46872,1128.12,54617290.67999257,0.9116675842354337,16532,0.6251701709272425,Centre,18-25,21+,85-99,Regular,20,22,95,0.13,False
18037,1128.12,54618418.79999257,0.9116864147270659,16533,0.6252079866888519,Centre,46-55,0-2,51-64,Regular,53,2,62,0.67,False
1090593,1128.12,54619546.919992566,0.9117052452186982,16534,0.6252458024504614,Poitou-Charentes,56-65,6-10,65-84,Regular,57,10,71,1.0,False
1090739,1128.12,54620675.03999256,0.9117240757103304,16535,0.6252836182120708,Poitou-Charentes,46-55,16-20,100+,Regular,47,18,100,0.29,False
1020141,1128.12,54621803.15999256,0.9117429062019626,16536,0.6253214339736802,Centre,56-65,3-5,50,Diesel,65,3,50,1.0,False
158117,1128.12,54622931.27999256,0.911761736693595,16537,0.6253592497352897,Centre,26-35,6-10,85-99,Regular,28,8,85,0.47,False
1176631,1128.12,54624059.399992555,0.9117805671852272,16538,0.6253970654968991,Languedoc-Roussillon,26-35,0-2,51-64,Regular,32,0,64,0.85,False
165551,1128.12,54625187.51999255,0.9117993976768594,16539,0.6254348812585085,Pays-de-la-Loire,26-35,11-15,100+,Regular,26,14,100,0.51,False
1131454,1128.12,54626315.63999255,0.9118182281684917,16540,0.625472697020118,Centre,36-45,6-10,51-64,Regular,37,9,62,1.0,False
1052742,1128.12,54627443.75999255,0.9118370586601239,16541,0.6255105127817274,Centre,46-55,11-15,51-64,Regular,55,13,62,1.0,False
62194,1128.12,54628571.879992545,0.9118558891517561,16542,0.6255483285433369,Ile-de-France,36-45,0-2,50,Diesel,38,1,50,0.58,False
55726,1128.12,54629699.99999254,0.9118747196433884,16543,0.6255861443049463,Rhone-Alpes,26-35,3-5,51-64,Regular,30,4,63,0.97,False
167789,1128.12,54630828.11999254,0.9118935501350206,16544,0.6256239600665557,Rhone-Alpes,36-45,6-10,50,Regular,39,9,50,0.33,False
114198,1128.12,54631956.23999254,0.9119123806266528,16545,0.6256617758281652,Rhone-Alpes,66+,11-15,50,Regular,79,12,50,0.5,False
56094,1128.12,54633084.359992534,0.9119312111182851,16546,0.6256995915897746,Rhone-Alpes,36-45,0-2,51-64,Regular,44,2,59,1.0,False
175691,1128.12,54634212.47999253,0.9119500416099173,16547,0.6257374073513841,Rhone-Alpes,56-65,3-5,51-64,Regular,56,3,62,0.79,False
114088,1128.12,54635340.59999253,0.9119688721015495,16548,0.6257752231129935,Rhone-Alpes,36-45,0-2,50,Diesel,38,1,50,0.77,False
1166336,1128.12,54636468.719992526,0.9119877025931818,16549,0.6258130388746029,Poitou-Charentes,26-35,11-15,65-84,Diesel,28,14,72,0.7,False
1090455,1128.12,54637596.83999252,0.912006533084814,16550,0.6258508546362124,Aquitaine,26-35,11-15,100+,Regular,35,11,100,1.0,False
65869,1128.12,54638724.95999252,0.9120253635764463,16551,0.6258886703978218,Languedoc-Roussillon,36-45,6-10,50,Regular,44,10,50,0.97,False
49443,1128.12,54639853.07999252,0.9120441940680785,16552,0.6259264861594313,Pays-de-la-Loire,18-25,11-15,100+,Diesel,24,11,106,0.42,False
61727,1128.12,54640981.199992515,0.9120630245597108,16553,0.6259643019210407,Aquitaine,56-65,3-5,50,Diesel,59,5,50,0.31,False
100306,1128.12,54642109.31999251,0.912081855051343,16554,0.6260021176826501,Aquitaine,66+,6-10,50,Regular,66,9,50,1.0,False
61653,1128.12,54643237.43999251,0.9121006855429752,16555,0.6260399334442596,Aquitaine,56-65,11-15,50,Regular,60,13,50,0.46,False
1119034,1128.12,54644365.55999251,0.9121195160346075,16556,0.626077749205869,Centre,46-55,0-2,65-84,Diesel,50,2,77,1.0,False
1177794,1128.12,54645493.679992504,0.9121383465262397,16557,0.6261155649674784,Centre,46-55,3-5,65-84,Diesel,50,5,69,1.0,False
1118993,1128.12,54646621.7999925,0.9121571770178719,16558,0.6261533807290879,Centre,36-45,6-10,51-64,Diesel,36,6,52,0.52,False
1139423,1128.12,54647749.9199925,0.9121760075095042,16559,0.6261911964906973,Centre,36-45,6-10,50,Diesel,42,7,50,0.37,False
1156154,1128.12,54648878.0399925,0.9121948380011364,16560,0.6262290122523068,Centre,66+,3-5,50,Diesel,68,3,50,0.91,False
1162042,1128.12,54650006.15999249,0.9122136684927686,16561,0.6262668280139162,Centre,36-45,11-15,51-64,Diesel,37,14,57,0.61,False
1113911,1128.12,54651134.27999249,0.912232498984401,16562,0.6263046437755256,Centre,46-55,11-15,51-64,Diesel,50,11,62,0.6,False
39463,1128.12,54652262.39999249,0.9122513294760332,16563,0.6263424595371351,Ile-de-France,66+,11-15,50,Regular,69,15,50,1.0,False
1158707,1128.12,54653390.519992486,0.9122701599676654,16564,0.6263802752987445,Centre,56-65,0-2,50,Regular,59,2,50,1.0,False
1052247,1128.12,54654518.63999248,0.9122889904592977,16565,0.626418091060354,Centre,56-65,11-15,50,Regular,58,12,50,0.24,False
59325,1128.12,54655646.75999248,0.9123078209509299,16566,0.6264559068219634,Centre,26-35,11-15,51-64,Regular,32,14,52,1.0,False
1052325,1128.12,54656774.87999248,0.9123266514425621,16567,0.6264937225835728,Centre,36-45,6-10,50,Diesel,42,9,50,0.73,False
172761,1128.12,54657902.999992475,0.9123454819341944,16568,0.6265315383451823,Pays-de-la-Loire,26-35,3-5,51-64,Regular,30,5,59,0.68,False
72353,1128.12,54659031.11999247,0.9123643124258266,16569,0.6265693541067917,Pays-de-la-Loire,46-55,6-10,65-84,Regular,50,7,77,0.61,False
72120,1128.12,54660159.23999247,0.9123831429174588,16570,0.6266071698684011,Pays-de-la-Loire,56-65,6-10,50,Regular,59,9,50,1.0,False
72096,1128.12,54661287.35999247,0.9124019734090911,16571,0.6266449856300106,Pays-de-la-Loire,46-55,6-10,50,Diesel,51,9,50,1.0,False
77903,1128.12,54662415.479992464,0.9124208039007233,16572,0.62668280139162,Aquitaine,66+,0-2,50,Regular,71,2,50,1.0,False
173535,1128.12,54663543.59999246,0.9124396343923555,16573,0.6267206171532295,Pays-de-la-Loire,46-55,6-10,50,Diesel,46,6,50,1.0,False
1168561,1128.12,54664671.71999246,0.9124584648839879,16574,0.6267584329148389,Centre,36-45,6-10,51-64,Diesel,39,7,58,1.0,False
1156942,1128.12,54665799.839992456,0.9124772953756201,16575,0.6267962486764483,Centre,26-35,0-2,65-84,Diesel,26,2,72,0.46,False
1140624,1128.12,54666927.95999245,0.9124961258672523,16576,0.6268340644380578,Ile-de-France,36-45,0-2,50,Diesel,37,0,50,0.05,False
1052642,1128.12,54668056.07999245,0.9125149563588845,16577,0.6268718801996672,Bretagne,36-45,3-5,50,Regular,43,3,50,1.0,False
1125745,1128.12,54669184.19999245,0.9125337868505168,16578,0.6269096959612767,Centre,36-45,11-15,50,Regular,41,11,50,1.0,False
1033112,1128.12,54670312.319992445,0.912552617342149,16579,0.6269475117228861,Ile-de-France,26-35,16-20,100+,Regular,29,18,106,1.0,False
1090455,1128.12,54671440.43999244,0.9125714478337812,16580,0.6269853274844955,Aquitaine,26-35,11-15,100+,Regular,35,11,100,1.0,False
1090458,1128.12,54672568.55999244,0.9125902783254135,16581,0.627023143246105,Poitou-Charentes,26-35,6-10,100+,Regular,32,10,112,0.69,False
1090502,1128.12,54673696.67999244,0.9126091088170457,16582,0.6270609590077144,Poitou-Charentes,26-35,6-10,51-64,Regular,27,8,55,1.0,False
1159601,1128.12,54674824.799992435,0.9126279393086779,16583,0.6270987747693239,Poitou-Charentes,66+,6-10,85-99,Diesel,73,8,85,1.0,False
169788,1128.12,54675952.91999243,0.9126467698003102,16584,0.6271365905309333,Rhone-Alpes,46-55,6-10,51-64,Diesel,51,10,54,1.0,False
41098,1128.12,54677081.03999243,0.9126656002919424,16585,0.6271744062925427,Rhone-Alpes,46-55,3-5,50,Diesel,52,3,50,0.06,False
55984,1128.12,54678209.15999243,0.9126844307835746,16586,0.6272122220541522,Rhone-Alpes,36-45,6-10,51-64,Regular,38,10,64,1.0,False
167194,1128.12,54679337.279992424,0.912703261275207,16587,0.6272500378157616,Rhone-Alpes,66+,11-15,51-64,Regular,69,11,58,1.0,False
160750,1128.12,54680465.39999242,0.9127220917668392,16588,0.627287853577371,Centre,18-25,6-10,100+,Regular,25,6,125,1.0,False
1032879,1128.12,54681593.51999242,0.9127409222584714,16589,0.6273256693389805,Poitou-Charentes,56-65,0-2,50,Diesel,56,1,50,0.29,False
1142849,1128.12,54682721.639992416,0.9127597527501037,16590,0.6273634851005899,Centre,66+,11-15,50,Regular,68,14,50,0.75,False
1113919,1128.12,54683849.75999241,0.9127785832417359,16591,0.6274013008621994,Centre,36-45,6-10,65-84,Regular,40,10,76,1.0,False
100373,1128.12,54684977.87999241,0.9127974137333681,16592,0.6274391166238088,Rhone-Alpes,18-25,11-15,100+,Diesel,22,13,100,0.76,False
62195,1128.12,54686105.99999241,0.9128162442250004,16593,0.6274769323854182,Ile-de-France,36-45,0-2,50,Diesel,38,1,50,0.2,False
20867,1128.12,54687234.119992405,0.9128350747166326,16594,0.6275147481470277,Bretagne,46-55,11-15,50,Regular,54,15,50,0.96,False
1053474,1128.12,54688362.2399924,0.9128539052082648,16595,0.6275525639086371,Centre,26-35,16-20,51-64,Diesel,29,20,64,0.72,False
1139465,1128.12,54689490.3599924,0.9128727356998971,16596,0.6275903796702466,Centre,46-55,11-15,65-84,Diesel,47,12,76,0.67,False
1136725,1128.12,54690618.4799924,0.9128915661915293,16597,0.627628195431856,Centre,46-55,6-10,50,Regular,54,7,50,1.0,False
72194,1128.12,54691746.599992394,0.9129103966831615,16598,0.6276660111934654,Pays-de-la-Loire,26-35,6-10,65-84,Diesel,29,8,72,0.9,False
83970,1128.12,54692874.71999239,0.9129292271747939,16599,0.6277038269550749,Limousin,18-25,3-5,100+,Diesel,21,5,112,0.33,False
1107153,1128.12,54694002.83999239,0.9129480576664261,16600,0.6277416427166843,Centre,56-65,6-10,65-84,Regular,60,8,77,1.0,False
1148352,1128.12,54695130.95999239,0.9129668881580583,16601,0.6277794584782938,Centre,36-45,3-5,50,Diesel,40,4,50,1.0,False
145723,1128.12,54696259.07999238,0.9129857186496905,16602,0.6278172742399032,Auvergne,46-55,0-2,50,Diesel,47,0,50,0.8,False
174856,1128.12,54697387.19999238,0.9130045491413228,16603,0.6278550900015126,Lorraine,26-35,0-2,50,Regular,34,2,50,1.0,False
19548,1128.12,54698515.31999238,0.913023379632955,16604,0.6278929057631221,Centre,66+,11-15,50,Regular,73,13,50,1.0,False
58271,1128.12,54699643.439992376,0.9130422101245872,16605,0.6279307215247315,Centre,36-45,16-20,51-64,Regular,45,16,58,1.0,False
129119,1128.12,54700771.55999237,0.9130610406162195,16606,0.6279685372863409,Poitou-Charentes,36-45,3-5,51-64,Regular,45,3,55,1.0,False
132901,1128.12,54701899.67999237,0.9130798711078517,16607,0.6280063530479504,Centre,66+,3-5,65-84,Regular,73,4,68,1.0,False
1076911,1128.12,54703027.79999237,0.9130987015994839,16608,0.6280441688095598,Rhone-Alpes,56-65,3-5,51-64,Diesel,58,5,62,1.0,False
1076923,1128.12,54704155.919992365,0.9131175320911162,16609,0.6280819845711693,Rhone-Alpes,46-55,11-15,51-64,Regular,47,13,62,1.0,False
1077048,1128.12,54705284.03999236,0.9131363625827484,16610,0.6281198003327787,Rhone-Alpes,18-25,11-15,100+,Diesel,25,14,100,0.41,False
100447,1128.12,54706412.15999236,0.9131551930743806,16611,0.6281576160943881,Aquitaine,56-65,3-5,51-64,Diesel,57,4,56,0.83,False
169940,1128.12,54707540.27999236,0.913174023566013,16612,0.6281954318559976,Centre,18-25,6-10,65-84,Regular,23,10,80,0.51,False
63225,1128.12,54708668.399992354,0.9131928540576452,16613,0.628233247617607,Provence-Alpes-Cotes-D'Azur,66+,6-10,50,Regular,75,9,50,0.1,False
114083,1128.12,54709796.51999235,0.9132116845492774,16614,0.6282710633792165,Rhone-Alpes,36-45,0-2,50,Diesel,40,0,50,0.65,False
55722,1128.12,54710924.63999235,0.9132305150409097,16615,0.6283088791408259,Rhone-Alpes,66+,6-10,51-64,Regular,69,9,62,1.0,False
159369,1128.12,54712052.759992346,0.9132493455325419,16616,0.6283466949024353,Rhone-Alpes,26-35,6-10,65-84,Diesel,29,7,71,1.0,False
1178349,1128.12,54713180.87999234,0.9132681760241741,16617,0.6283845106640448,Centre,36-45,11-15,50,Diesel,38,11,50,0.5,False
1052819,1128.12,54714308.99999234,0.9132870065158064,16618,0.6284223264256542,Centre,46-55,16-20,65-84,Diesel,48,16,73,0.12,False
1153245,1128.12,54715437.11999234,0.9133058370074386,16619,0.6284601421872636,Centre,46-55,3-5,50,Regular,52,5,50,0.67,False
67345,1128.12,54716565.239992335,0.9133246674990708,16620,0.6284979579488731,Provence-Alpes-Cotes-D'Azur,36-45,11-15,50,Regular,42,11,50,0.68,False
1157708,1128.12,54717693.35999233,0.9133434979907031,16621,0.6285357737104825,Rhone-Alpes,56-65,6-10,50,Diesel,62,9,50,0.04,False
145899,1128.12,54718821.47999233,0.9133623284823353,16622,0.628573589472092,Centre,46-55,3-5,65-84,Diesel,47,4,67,1.0,False
1011411,1128.12,54719949.59999233,0.9133811589739675,16623,0.6286114052337014,Ile-de-France,56-65,3-5,85-99,Regular,63,4,85,1.0,False
16962,1128.12,54721077.719992325,0.9133999894655999,16624,0.6286492209953108,Centre,36-45,11-15,65-84,Regular,44,13,65,0.19,False
58080,1128.12,54722205.83999232,0.9134188199572321,16625,0.6286870367569203,Centre,46-55,3-5,50,Diesel,52,3,50,1.0,False
138274,1128.12,54723333.95999232,0.9134376504488643,16626,0.6287248525185297,Rhone-Alpes,66+,0-2,65-84,Diesel,68,1,68,1.0,False
128107,1128.12,54724462.07999232,0.9134564809404966,16627,0.6287626682801392,Rhone-Alpes,36-45,16-20,50,Diesel,43,16,50,0.84,False
144782,1128.12,54725590.199992314,0.9134753114321288,16628,0.6288004840417486,Pays-de-la-Loire,36-45,11-15,100+,Regular,41,12,106,1.0,False
44604,1128.12,54726718.31999231,0.913494141923761,16629,0.628838299803358,Rhone-Alpes,18-25,6-10,100+,Diesel,24,8,100,0.99,False
